#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$23.34	<A HREF=https://projects.propublica.org/vital-signs/doctor/1346504800 >DAVID BECKMANN </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	FLUZONE;MENACTRA;ADACEL
$23.34	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215064654 >GREGORY COTE </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$23.07	<A HREF=https://projects.propublica.org/vital-signs/doctor/1285911453 >CAROL CHENG </A>	Dermatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PICATO
$22.99	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790970507 >FEDERICO VILLA </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$22.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1326057464 >ROSE MARINO </A>	Pediatric Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	FORTESTA;SUPPRELIN LA
$22.18	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619004058 >JOHANNES KRATZ </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$22.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457613259 >XUAN LUO </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$21.22	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154311835 >JUDITH EDERSHEIM </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PERJETA;KADCYLA;HERCEPTIN
$20.36	<A HREF=https://projects.propublica.org/vital-signs/doctor/1922082858 >ANNE-MARIE WILLS </A>	Neurology	<span style=color:black>663 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	DUOPA
$20.36	<A HREF=https://projects.propublica.org/vital-signs/doctor/1124052170 >STEPHEN GOMPERTS </A>	Neurology	<span style=color:black>458 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	DUOPA
$20.16	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427136613 >SCOTT YATES </A>	Podiatrist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ALUVEA;NAFTIN;ONMEL
$20.05	<A HREF=https://projects.propublica.org/vital-signs/doctor/1114023439 >GAIL GRUNBERG </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PRECEDEX
$19.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1992861835 >BENJAMIN SILVERMAN </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ZUBSOLV
$19.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619134178 >MEGAN LAMBERT </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	KALBITOR
$19.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1104947548 >MEE-OHK KIM </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	DYMISTA
$19.34	<A HREF=https://projects.propublica.org/vital-signs/doctor/1366679193 >ORIANA VESGA-LOPEZ </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	LATUDA
$19.19	<A HREF=https://projects.propublica.org/vital-signs/doctor/1407846694 >SONIA LEWIN </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XOLAIR
$18.63	<A HREF=https://projects.propublica.org/vital-signs/doctor/1881680767 >NANCY GAGLIANO </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ADVAIR;VENTOLIN;FLOVENT;BREO
$18.63	<A HREF=https://projects.propublica.org/vital-signs/doctor/1245211960 >HERBERT LIN </A>	Nephrology	<span style=color:black>370 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$18.55	<A HREF=https://projects.propublica.org/vital-signs/doctor/1063402246 >CHRISTOPHER O DONNELL </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$18.29	<A HREF=https://projects.propublica.org/vital-signs/doctor/1760661755 >JANE WEST </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$17.99	<A HREF=https://projects.propublica.org/vital-signs/doctor/1942290119 >GEORGE BAKER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XARELTO
$17.71	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174714299 >BHAVIKA DAVE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SAMSCA
$17.67	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518305085 >DANIELA CROUSILLAT </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BREO;ANORO ELLIPTA;ADVAIR
$17.53	<A HREF=https://projects.propublica.org/vital-signs/doctor/1285617639 >DWIGHT ROBINSON </A>	Internal Medicine	<span style=color:black>2051 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	RASUVO
$17.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427134568 >INGA LENNES </A>	Medical Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XALKORI
$17.26	<A HREF=https://projects.propublica.org/vital-signs/doctor/1245526722 >CORBETT HAAS </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ELIQUIS
$17.24	<A HREF=https://projects.propublica.org/vital-signs/doctor/1003807587 >DANIEL GELLER </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	NAMENDA XR
$17.19	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518927227 >ERWIN LIN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	VELCADE
$16.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639242860 >ERIC MATTEN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PRECEDEX DEXMEDETOMIDINE HCL IN 0.9 PERCENT SODIUM CHLORIDE INJEC
$16.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1225322258 >MICHAEL DOUGAN </A>	Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$16.69	<A HREF=https://projects.propublica.org/vital-signs/doctor/1386870889 >EVGENIY KREYDIN </A>	Urology	<span style=color:black>180 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	VESICARE;MYRBETRIQ
$16.44	<A HREF=https://projects.propublica.org/vital-signs/doctor/1841428257 >KRISTIN LIVINGSTON </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$15.95	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770844748 >CRAIG MERMEL </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$15.94	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447501267 >BAN NACY </A>	Dentist, General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$15.92	<A HREF=https://projects.propublica.org/vital-signs/doctor/1104843143 >BISOLA OJIKUTU </A>	Infectious Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PEDIARIX
$15.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1922235753 >AMANDA GREEN </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BYDUREON
$15.15	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790775476 >MARTHA GALLAGHER </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ULTIVA
$15.15	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619967304 >JOSEPH BIEDERMAN </A>	Child & Adolescent Psychiatry	<span style=color:black>1749 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$15.13	<A HREF=https://projects.propublica.org/vital-signs/doctor/1346231537 >JENNIFER ANDERSON </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	INOMAX
$14.92	<A HREF=https://projects.propublica.org/vital-signs/doctor/1891786430 >WILLIAM PALMER </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$14.25	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568623791 >OLOF VIKTORSDOTTIR </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$14.25	<A HREF=https://projects.propublica.org/vital-signs/doctor/1407829948 >SYED AHMED </A>	Rheumatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$14.25	<A HREF=https://projects.propublica.org/vital-signs/doctor/1356604037 >DOUGLAS MICALIZZI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$14.13	<A HREF=https://projects.propublica.org/vital-signs/doctor/1831293703 >ADRIANO PIRIS </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	VALCHLOR MECHLORETHAMINE
$13.93	<A HREF=https://projects.propublica.org/vital-signs/doctor/1366633489 >JESSICA MONAS </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XARELTO
$13.89	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437197753 >SUZANNE LOUISE BENDER </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$13.85	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609825819 >REBECCA PETERSON </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	CRESTOR
$13.72	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518946441 >MARIA VIVALDI </A>	Cardiovascular Disease	<span style=color:black>883 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ELIQUIS
$13.52	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467899617 >ASHLEY TISOSKY </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$13.47	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235111683 >MEENA SUNDARAM </A>		<span style=color:black>616 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
